Date&Time (UTC),Dry bulb temperature (deg. C), Global horizontal irradiance (W/m2) ,Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2), Infrared radiation downwards (W/m2),  Windspeed (m/s)
16/01/2012 02:00:00,-0.69,0.00,-0.00,0.00,218.65,4.15
16/01/2012 03:00:00,-0.89,0.00,-0.00,0.00,217.82,4.01
16/01/2012 04:00:00,-1.10,0.00,-0.00,0.00,216.98,3.87
16/01/2012 05:00:00,-1.30,0.00,-0.00,0.00,216.15,3.72
16/01/2012 06:00:00,-1.05,0.00,-0.00,0.00,216.28,3.69
16/01/2012 07:00:00,-0.81,0.00,-0.00,0.00,216.42,3.66
16/01/2012 08:00:00,-0.56,27.00,111.50,20.00,216.55,3.63
16/01/2012 09:00:00,0.67,149.00,491.28,58.00,219.27,3.87
16/01/2012 10:00:00,1.90,251.00,639.66,74.00,221.98,4.11
16/01/2012 11:00:00,3.14,309.00,664.69,89.00,224.70,4.36
16/01/2012 12:00:00,3.38,320.00,650.51,96.00,226.40,4.21
16/01/2012 13:00:00,3.62,297.00,699.60,76.00,228.10,4.06
16/01/2012 14:00:00,3.86,214.00,573.59,72.00,229.80,3.90
16/01/2012 15:00:00,2.75,93.00,263.87,55.00,228.47,3.43
16/01/2012 16:00:00,1.64,0.00,0.00,0.00,227.13,2.95
16/01/2012 17:00:00,0.53,0.00,-0.00,0.00,225.80,2.47
16/01/2012 18:00:00,-0.09,0.00,-0.00,0.00,224.28,2.40
16/01/2012 19:00:00,-0.71,0.00,-0.00,0.00,222.77,2.32
16/01/2012 20:00:00,-1.33,0.00,-0.00,0.00,221.25,2.25
16/01/2012 21:00:00,-1.88,0.00,-0.00,0.00,220.35,2.34
16/01/2012 22:00:00,-2.43,0.00,-0.00,0.00,219.45,2.43
16/01/2012 23:00:00,-2.98,0.00,-0.00,0.00,218.55,2.52
17/01/2012 00:00:00,-3.01,0.00,-0.00,0.00,219.28,2.35
17/01/2012 01:00:00,-3.05,0.00,-0.00,0.00,220.02,2.18
17/01/2012 02:00:00,-3.08,0.00,-0.00,0.00,220.75,2.01
17/01/2012 03:00:00,-3.37,0.00,-0.00,0.00,220.30,2.03
17/01/2012 04:00:00,-3.65,0.00,-0.00,0.00,219.85,2.04
17/01/2012 05:00:00,-3.94,0.00,-0.00,0.00,219.40,2.06
17/01/2012 06:00:00,-3.38,0.00,-0.00,0.00,220.05,1.85
17/01/2012 07:00:00,-2.81,0.00,-0.00,0.00,220.70,1.64
17/01/2012 08:00:00,-2.25,31.00,138.83,22.00,221.35,1.43
17/01/2012 09:00:00,-0.53,147.00,453.12,62.00,225.38,1.22
17/01/2012 10:00:00,1.18,267.00,765.98,53.00,229.42,1.00
17/01/2012 11:00:00,2.90,309.00,643.82,94.00,233.45,0.79
17/01/2012 12:00:00,3.35,338.00,753.83,76.00,235.10,1.10
17/01/2012 13:00:00,3.80,289.00,607.57,95.00,236.75,1.42
17/01/2012 14:00:00,4.25,230.00,696.94,55.00,238.40,1.74
17/01/2012 15:00:00,2.43,111.00,447.17,45.00,237.62,2.05
17/01/2012 16:00:00,0.61,0.00,0.00,0.00,236.83,2.36
17/01/2012 17:00:00,-1.21,0.00,-0.00,0.00,236.05,2.68
17/01/2012 18:00:00,-1.30,0.00,-0.00,0.00,237.50,2.51
17/01/2012 19:00:00,-1.38,0.00,-0.00,0.00,238.95,2.34
17/01/2012 20:00:00,-1.46,0.00,-0.00,0.00,240.40,2.18
17/01/2012 21:00:00,-1.58,0.00,-0.00,0.00,242.75,2.10
17/01/2012 22:00:00,-1.70,0.00,-0.00,0.00,245.10,2.02
17/01/2012 23:00:00,-1.83,0.00,-0.00,0.00,247.45,1.94
18/01/2012 00:00:00,-1.42,0.00,-0.00,0.00,253.75,2.10
18/01/2012 01:00:00,-1.01,0.00,-0.00,0.00,260.05,2.26
18/01/2012 02:00:00,-0.60,0.00,-0.00,0.00,266.35,2.41
18/01/2012 03:00:00,-0.35,0.00,-0.00,0.00,275.23,2.63
18/01/2012 04:00:00,-0.10,0.00,-0.00,0.00,284.12,2.86
18/01/2012 05:00:00,0.15,0.00,-0.00,0.00,293.00,3.08
18/01/2012 06:00:00,0.55,0.00,-0.00,0.00,294.90,3.39
18/01/2012 07:00:00,0.95,0.00,-0.00,0.00,296.80,3.71
18/01/2012 08:00:00,1.35,3.00,0.00,3.00,298.70,4.03
18/01/2012 09:00:00,2.19,41.00,0.00,41.00,301.40,4.24
18/01/2012 10:00:00,3.03,177.00,163.03,131.00,304.10,4.46
18/01/2012 11:00:00,3.87,206.00,133.53,161.00,306.80,4.68
18/01/2012 12:00:00,4.59,99.00,0.00,99.00,308.95,4.63
18/01/2012 13:00:00,5.31,137.00,21.68,130.00,311.10,4.59
18/01/2012 14:00:00,6.03,38.00,0.00,38.00,313.25,4.55
18/01/2012 15:00:00,6.21,19.00,0.00,19.00,314.90,4.66
18/01/2012 16:00:00,6.39,0.00,0.00,0.00,316.55,4.77
18/01/2012 17:00:00,6.58,0.00,-0.00,0.00,318.20,4.88
18/01/2012 18:00:00,7.02,0.00,-0.00,0.00,326.55,4.89
18/01/2012 19:00:00,7.47,0.00,-0.00,0.00,334.90,4.90
18/01/2012 20:00:00,7.92,0.00,-0.00,0.00,343.25,4.91
18/01/2012 21:00:00,8.35,0.00,-0.00,0.00,345.45,4.86
18/01/2012 22:00:00,8.78,0.00,-0.00,0.00,347.65,4.81
18/01/2012 23:00:00,9.20,0.00,-0.00,0.00,349.85,4.76
19/01/2012 00:00:00,9.31,0.00,-0.00,0.00,351.08,5.01
19/01/2012 01:00:00,9.41,0.00,-0.00,0.00,352.32,5.26
19/01/2012 02:00:00,9.52,0.00,-0.00,0.00,353.55,5.50
19/01/2012 03:00:00,9.71,0.00,-0.00,0.00,354.80,5.74
19/01/2012 04:00:00,9.90,0.00,-0.00,0.00,356.05,5.97
19/01/2012 05:00:00,10.09,0.00,-0.00,0.00,357.30,6.21
19/01/2012 06:00:00,10.20,0.00,-0.00,0.00,357.93,6.40
19/01/2012 07:00:00,10.32,0.00,-0.00,0.00,358.57,6.60
19/01/2012 08:00:00,10.43,7.00,0.00,7.00,359.20,6.80
19/01/2012 09:00:00,10.40,90.00,57.10,79.00,359.60,7.20
19/01/2012 10:00:00,10.37,95.00,3.51,94.00,360.00,7.60
19/01/2012 11:00:00,10.34,51.00,0.00,51.00,360.40,8.00
19/01/2012 12:00:00,10.31,170.00,39.52,156.00,358.77,8.02
19/01/2012 13:00:00,10.28,147.00,30.64,137.00,357.13,8.05
19/01/2012 14:00:00,10.26,57.00,0.00,57.00,355.50,8.07
19/01/2012 15:00:00,10.31,33.00,0.00,33.00,357.15,7.67
19/01/2012 16:00:00,10.37,0.00,0.00,0.00,358.80,7.28
19/01/2012 17:00:00,10.43,0.00,-0.00,0.00,360.45,6.88
19/01/2012 18:00:00,10.14,0.00,-0.00,0.00,358.72,6.91
19/01/2012 19:00:00,9.85,0.00,-0.00,0.00,356.98,6.93
19/01/2012 20:00:00,9.56,0.00,-0.00,0.00,355.25,6.95
19/01/2012 21:00:00,8.89,0.00,-0.00,0.00,354.63,6.69
19/01/2012 22:00:00,8.23,0.00,-0.00,0.00,354.02,6.42
19/01/2012 23:00:00,7.56,0.00,-0.00,0.00,353.40,6.15
20/01/2012 00:00:00,7.33,0.00,-0.00,0.00,349.55,6.20
20/01/2012 01:00:00,7.09,0.00,-0.00,0.00,345.70,6.24
20/01/2012 02:00:00,6.86,0.00,-0.00,0.00,341.85,6.29
20/01/2012 03:00:00,6.75,0.00,-0.00,0.00,339.37,5.80
20/01/2012 04:00:00,6.63,0.00,-0.00,0.00,336.88,5.31
20/01/2012 05:00:00,6.52,0.00,-0.00,0.00,334.40,4.81
20/01/2012 06:00:00,6.55,0.00,-0.00,0.00,333.82,5.07
20/01/2012 07:00:00,6.58,0.00,-0.00,0.00,333.23,5.33
20/01/2012 08:00:00,6.61,19.00,13.96,18.00,332.65,5.59
20/01/2012 09:00:00,6.80,90.00,51.19,80.00,332.22,5.69
20/01/2012 10:00:00,6.99,95.00,3.47,94.00,331.78,5.79
20/01/2012 11:00:00,7.19,82.00,0.00,82.00,331.35,5.89
20/01/2012 12:00:00,7.23,97.00,0.00,97.00,333.10,5.95
20/01/2012 13:00:00,7.27,142.00,24.24,134.00,334.85,6.02
20/01/2012 14:00:00,7.31,110.00,22.88,104.00,336.60,6.08
20/01/2012 15:00:00,7.55,44.00,0.00,44.00,338.23,6.19
20/01/2012 16:00:00,7.80,0.00,0.00,0.00,339.87,6.29
20/01/2012 17:00:00,8.05,0.00,-0.00,0.00,341.50,6.40
20/01/2012 18:00:00,8.02,0.00,-0.00,0.00,340.40,6.52
20/01/2012 19:00:00,7.99,0.00,-0.00,0.00,339.30,6.65
20/01/2012 20:00:00,7.96,0.00,-0.00,0.00,338.20,6.77
20/01/2012 21:00:00,7.89,0.00,-0.00,0.00,337.70,6.26
20/01/2012 22:00:00,7.82,0.00,-0.00,0.00,337.20,5.74
20/01/2012 23:00:00,7.74,0.00,-0.00,0.00,336.70,5.23
21/01/2012 00:00:00,7.90,0.00,-0.00,0.00,335.98,5.29
21/01/2012 01:00:00,8.05,0.00,-0.00,0.00,335.27,5.35
21/01/2012 02:00:00,8.21,0.00,-0.00,0.00,334.55,5.41
21/01/2012 03:00:00,8.61,0.00,-0.00,0.00,339.50,5.53
21/01/2012 04:00:00,9.00,0.00,-0.00,0.00,344.45,5.66
21/01/2012 05:00:00,9.40,0.00,-0.00,0.00,349.40,5.78
21/01/2012 06:00:00,9.61,0.00,-0.00,0.00,351.63,6.02
21/01/2012 07:00:00,9.81,0.00,-0.00,0.00,353.87,6.26
21/01/2012 08:00:00,10.02,16.00,0.00,16.00,356.10,6.50
21/01/2012 09:00:00,10.08,83.00,30.28,77.00,356.93,7.10
21/01/2012 10:00:00,10.14,151.00,68.69,131.00,357.77,7.70
21/01/2012 11:00:00,10.20,55.00,0.00,55.00,358.60,8.30
21/01/2012 12:00:00,10.40,38.00,0.00,38.00,357.13,8.36
21/01/2012 13:00:00,10.61,139.00,17.97,133.00,355.67,8.41
21/01/2012 14:00:00,10.82,31.00,0.00,31.00,354.20,8.47
21/01/2012 15:00:00,10.52,69.00,43.03,62.00,355.35,8.11
21/01/2012 16:00:00,10.22,0.00,0.00,0.00,356.50,7.74
21/01/2012 17:00:00,9.92,0.00,-0.00,0.00,357.65,7.38
21/01/2012 18:00:00,9.43,0.00,-0.00,0.00,357.07,7.40
21/01/2012 19:00:00,8.95,0.00,-0.00,0.00,356.48,7.43
21/01/2012 20:00:00,8.47,0.00,-0.00,0.00,355.90,7.45
21/01/2012 21:00:00,8.11,0.00,-0.00,0.00,353.58,6.71
21/01/2012 22:00:00,7.75,0.00,-0.00,0.00,351.27,5.98
21/01/2012 23:00:00,7.38,0.00,-0.00,0.00,348.95,5.24
22/01/2012 00:00:00,7.55,0.00,-0.00,0.00,347.45,5.15
22/01/2012 01:00:00,7.71,0.00,-0.00,0.00,345.95,5.06
22/01/2012 02:00:00,7.88,0.00,-0.00,0.00,344.45,4.97
22/01/2012 03:00:00,7.50,0.00,-0.00,0.00,338.32,4.82
22/01/2012 04:00:00,7.13,0.00,-0.00,0.00,332.18,4.68
22/01/2012 05:00:00,6.75,0.00,-0.00,0.00,326.05,4.54
22/01/2012 06:00:00,6.86,0.00,-0.00,0.00,326.42,4.74
22/01/2012 07:00:00,6.98,0.00,-0.00,0.00,326.78,4.95
22/01/2012 08:00:00,7.09,22.00,13.03,21.00,327.15,5.16
22/01/2012 09:00:00,7.64,94.00,54.71,83.00,329.47,5.36
22/01/2012 10:00:00,8.19,60.00,0.00,60.00,331.78,5.55
22/01/2012 11:00:00,8.74,141.00,14.27,136.00,334.10,5.75
22/01/2012 12:00:00,9.13,234.00,158.86,176.00,333.85,5.85
22/01/2012 13:00:00,9.52,87.00,0.00,87.00,333.60,5.94
22/01/2012 14:00:00,9.91,36.00,0.00,36.00,333.35,6.04
22/01/2012 15:00:00,9.44,47.00,0.00,47.00,331.83,5.72
22/01/2012 16:00:00,8.97,0.00,0.00,0.00,330.32,5.41
22/01/2012 17:00:00,8.50,0.00,-0.00,0.00,328.80,5.09
22/01/2012 18:00:00,8.03,0.00,-0.00,0.00,325.35,4.62
22/01/2012 19:00:00,7.56,0.00,-0.00,0.00,321.90,4.15
22/01/2012 20:00:00,7.10,0.00,-0.00,0.00,318.45,3.68
22/01/2012 21:00:00,6.53,0.00,-0.00,0.00,310.27,3.45
22/01/2012 22:00:00,5.96,0.00,-0.00,0.00,302.08,3.21
22/01/2012 23:00:00,5.38,0.00,-0.00,0.00,293.90,2.98
23/01/2012 00:00:00,5.21,0.00,-0.00,0.00,286.67,3.00
23/01/2012 01:00:00,5.03,0.00,-0.00,0.00,279.43,3.03
23/01/2012 02:00:00,4.86,0.00,-0.00,0.00,272.20,3.05
23/01/2012 03:00:00,4.64,0.00,-0.00,0.00,271.00,2.88
23/01/2012 04:00:00,4.41,0.00,-0.00,0.00,269.80,2.71
23/01/2012 05:00:00,4.19,0.00,-0.00,0.00,268.60,2.54
23/01/2012 06:00:00,4.65,0.00,-0.00,0.00,284.58,2.69
23/01/2012 07:00:00,5.12,0.00,-0.00,0.00,300.57,2.83
23/01/2012 08:00:00,5.58,33.00,75.48,27.00,316.55,2.98
23/01/2012 09:00:00,6.36,142.00,284.19,84.00,317.17,3.30
23/01/2012 10:00:00,7.14,167.00,97.42,138.00,317.78,3.62
23/01/2012 11:00:00,7.92,229.00,166.71,170.00,318.40,3.94
23/01/2012 12:00:00,8.25,325.00,531.30,129.00,315.92,3.97
23/01/2012 13:00:00,8.59,115.00,2.93,114.00,313.43,4.00
23/01/2012 14:00:00,8.93,57.00,0.00,57.00,310.95,4.03
23/01/2012 15:00:00,8.16,71.00,35.16,65.00,312.83,3.80
23/01/2012 16:00:00,7.39,0.00,0.00,0.00,314.72,3.57
23/01/2012 17:00:00,6.63,0.00,-0.00,0.00,316.60,3.34
23/01/2012 18:00:00,6.36,0.00,-0.00,0.00,313.58,3.40
23/01/2012 19:00:00,6.10,0.00,-0.00,0.00,310.57,3.47
23/01/2012 20:00:00,5.84,0.00,-0.00,0.00,307.55,3.53
23/01/2012 21:00:00,5.61,0.00,-0.00,0.00,304.18,3.44
23/01/2012 22:00:00,5.38,0.00,-0.00,0.00,300.82,3.35
23/01/2012 23:00:00,5.15,0.00,-0.00,0.00,297.45,3.26
24/01/2012 00:00:00,5.04,0.00,-0.00,0.00,297.20,2.78
24/01/2012 01:00:00,4.93,0.00,-0.00,0.00,296.95,2.31
24/01/2012 02:00:00,4.82,0.00,-0.00,0.00,296.70,1.83
24/01/2012 03:00:00,4.28,0.00,-0.00,0.00,296.23,1.86
24/01/2012 04:00:00,3.73,0.00,-0.00,0.00,295.77,1.88
24/01/2012 05:00:00,3.19,0.00,-0.00,0.00,295.30,1.90
24/01/2012 06:00:00,3.57,0.00,-0.00,0.00,300.57,1.57
24/01/2012 07:00:00,3.95,0.00,-0.00,0.00,305.83,1.23
24/01/2012 08:00:00,4.33,25.00,12.15,24.00,311.10,0.90
24/01/2012 09:00:00,4.98,98.00,57.91,86.00,318.72,1.10
24/01/2012 10:00:00,5.62,172.00,106.27,140.00,326.33,1.31
24/01/2012 11:00:00,6.27,206.00,100.68,170.00,333.95,1.52
24/01/2012 12:00:00,6.16,70.00,0.00,70.00,331.75,2.06
24/01/2012 13:00:00,6.06,48.00,0.00,48.00,329.55,2.59
24/01/2012 14:00:00,5.96,125.00,35.95,115.00,327.35,3.13
24/01/2012 15:00:00,6.33,12.00,0.00,12.00,330.48,3.40
24/01/2012 16:00:00,6.70,1.00,23.50,0.00,333.62,3.67
24/01/2012 17:00:00,7.08,0.00,-0.00,0.00,336.75,3.94
24/01/2012 18:00:00,7.56,0.00,-0.00,0.00,340.90,3.10
24/01/2012 19:00:00,8.04,0.00,-0.00,0.00,345.05,2.25
24/01/2012 20:00:00,8.52,0.00,-0.00,0.00,349.20,1.41
24/01/2012 21:00:00,8.67,0.00,-0.00,0.00,351.63,2.00
24/01/2012 22:00:00,8.82,0.00,-0.00,0.00,354.07,2.60
24/01/2012 23:00:00,8.97,0.00,-0.00,0.00,356.50,3.20
25/01/2012 00:00:00,8.88,0.00,-0.00,0.00,356.05,3.00
25/01/2012 01:00:00,8.78,0.00,-0.00,0.00,355.60,2.80
25/01/2012 02:00:00,8.68,0.00,-0.00,0.00,355.15,2.61
25/01/2012 03:00:00,8.77,0.00,-0.00,0.00,355.38,2.33
25/01/2012 04:00:00,8.85,0.00,-0.00,0.00,355.62,2.05
25/01/2012 05:00:00,8.94,0.00,-0.00,0.00,355.85,1.77
25/01/2012 06:00:00,9.03,0.00,-0.00,0.00,355.98,1.72
25/01/2012 07:00:00,9.13,0.00,-0.00,0.00,356.12,1.68
25/01/2012 08:00:00,9.22,33.00,46.92,29.00,356.25,1.64
25/01/2012 09:00:00,9.48,78.00,14.25,75.00,355.83,1.89
25/01/2012 10:00:00,9.74,88.00,0.00,88.00,355.42,2.15
25/01/2012 11:00:00,10.00,136.00,8.30,133.00,355.00,2.40
25/01/2012 12:00:00,9.96,129.00,2.65,128.00,354.42,1.93
25/01/2012 13:00:00,9.92,58.00,0.00,58.00,353.83,1.46
25/01/2012 14:00:00,9.88,117.00,21.25,111.00,353.25,0.99
25/01/2012 15:00:00,9.55,68.00,22.36,64.00,352.62,1.24
25/01/2012 16:00:00,9.23,2.00,0.00,2.00,351.98,1.48
25/01/2012 17:00:00,8.91,0.00,-0.00,0.00,351.35,1.72
25/01/2012 18:00:00,8.80,0.00,-0.00,0.00,350.78,2.01
25/01/2012 19:00:00,8.69,0.00,-0.00,0.00,350.22,2.29
25/01/2012 20:00:00,8.59,0.00,-0.00,0.00,349.65,2.58
25/01/2012 21:00:00,8.54,0.00,-0.00,0.00,348.60,2.62
25/01/2012 22:00:00,8.50,0.00,-0.00,0.00,347.55,2.65
25/01/2012 23:00:00,8.45,0.00,-0.00,0.00,346.50,2.69
26/01/2012 00:00:00,8.38,0.00,-0.00,0.00,346.57,2.88
26/01/2012 01:00:00,8.30,0.00,-0.00,0.00,346.63,3.07
26/01/2012 02:00:00,8.23,0.00,-0.00,0.00,346.70,3.26
26/01/2012 03:00:00,8.21,0.00,-0.00,0.00,346.62,3.41
26/01/2012 04:00:00,8.19,0.00,-0.00,0.00,346.53,3.56
26/01/2012 05:00:00,8.17,0.00,-0.00,0.00,346.45,3.71
26/01/2012 06:00:00,8.25,0.00,-0.00,0.00,344.32,4.06
26/01/2012 07:00:00,8.34,0.00,-0.00,0.00,342.18,4.42
26/01/2012 08:00:00,8.42,8.00,0.00,8.00,340.05,4.77
26/01/2012 09:00:00,8.71,108.00,74.84,92.00,334.90,5.20
26/01/2012 10:00:00,9.00,234.00,334.15,131.00,329.75,5.64
26/01/2012 11:00:00,9.30,170.00,35.60,157.00,324.60,6.07
26/01/2012 12:00:00,8.92,72.00,0.00,72.00,322.47,5.20
26/01/2012 13:00:00,8.55,52.00,0.00,52.00,320.33,4.32
26/01/2012 14:00:00,8.18,47.00,0.00,47.00,318.20,3.45
26/01/2012 15:00:00,7.28,92.00,81.92,77.00,309.33,3.10
26/01/2012 16:00:00,6.38,3.00,0.00,3.00,300.47,2.75
26/01/2012 17:00:00,5.48,0.00,-0.00,0.00,291.60,2.40
26/01/2012 18:00:00,4.73,0.00,-0.00,0.00,278.98,2.31
26/01/2012 19:00:00,3.99,0.00,-0.00,0.00,266.37,2.23
26/01/2012 20:00:00,3.25,0.00,-0.00,0.00,253.75,2.14
26/01/2012 21:00:00,2.94,0.00,-0.00,0.00,250.90,2.19
26/01/2012 22:00:00,2.63,0.00,-0.00,0.00,248.05,2.25
26/01/2012 23:00:00,2.31,0.00,-0.00,0.00,245.20,2.30
27/01/2012 00:00:00,2.14,0.00,-0.00,0.00,244.05,2.17
27/01/2012 01:00:00,1.97,0.00,-0.00,0.00,242.90,2.05
27/01/2012 02:00:00,1.80,0.00,-0.00,0.00,241.75,1.92
27/01/2012 03:00:00,1.62,0.00,-0.00,0.00,242.38,2.01
27/01/2012 04:00:00,1.44,0.00,-0.00,0.00,243.02,2.10
27/01/2012 05:00:00,1.26,0.00,-0.00,0.00,243.65,2.19
27/01/2012 06:00:00,1.65,0.00,-0.00,0.00,245.13,2.14
27/01/2012 07:00:00,2.03,0.00,-0.00,0.00,246.62,2.08
27/01/2012 08:00:00,2.42,63.00,415.49,25.00,248.10,2.03
27/01/2012 09:00:00,4.10,193.00,662.85,49.00,251.48,2.10
27/01/2012 10:00:00,5.78,304.00,798.17,55.00,254.87,2.17
27/01/2012 11:00:00,7.46,373.00,855.98,57.00,258.25,2.25
27/01/2012 12:00:00,7.56,392.00,870.25,57.00,261.35,2.28
27/01/2012 13:00:00,7.66,309.00,502.46,129.00,264.45,2.31
27/01/2012 14:00:00,7.76,223.00,354.13,120.00,267.55,2.34
27/01/2012 15:00:00,6.53,119.00,213.46,79.00,266.15,2.34
27/01/2012 16:00:00,5.30,3.00,0.00,3.00,264.75,2.34
27/01/2012 17:00:00,4.08,0.00,-0.00,0.00,263.35,2.33
27/01/2012 18:00:00,3.72,0.00,-0.00,0.00,261.05,2.43
27/01/2012 19:00:00,3.36,0.00,-0.00,0.00,258.75,2.52
27/01/2012 20:00:00,3.01,0.00,-0.00,0.00,256.45,2.62
27/01/2012 21:00:00,2.80,0.00,-0.00,0.00,255.18,2.63
27/01/2012 22:00:00,2.60,0.00,-0.00,0.00,253.92,2.63
27/01/2012 23:00:00,2.39,0.00,-0.00,0.00,252.65,2.63
28/01/2012 00:00:00,2.48,0.00,-0.00,0.00,254.25,2.62
28/01/2012 01:00:00,2.56,0.00,-0.00,0.00,255.85,2.60
28/01/2012 02:00:00,2.65,0.00,-0.00,0.00,257.45,2.58
28/01/2012 03:00:00,2.75,0.00,-0.00,0.00,264.25,2.22
28/01/2012 04:00:00,2.85,0.00,-0.00,0.00,271.05,1.86
28/01/2012 05:00:00,2.95,0.00,-0.00,0.00,277.85,1.50
28/01/2012 06:00:00,3.11,0.00,-0.00,0.00,282.02,1.67
28/01/2012 07:00:00,3.27,0.00,-0.00,0.00,286.18,1.83
28/01/2012 08:00:00,3.43,38.00,52.79,33.00,290.35,2.00
28/01/2012 09:00:00,3.87,93.00,27.18,87.00,300.08,1.99
28/01/2012 10:00:00,4.31,120.00,9.50,117.00,309.82,1.98
28/01/2012 11:00:00,4.76,66.00,0.00,66.00,319.55,1.97
28/01/2012 12:00:00,4.89,173.00,25.70,163.00,305.52,2.46
28/01/2012 13:00:00,5.02,135.00,8.27,132.00,291.48,2.95
28/01/2012 14:00:00,5.15,173.00,121.94,137.00,277.45,3.43
28/01/2012 15:00:00,4.39,81.00,36.51,74.00,273.97,3.15
28/01/2012 16:00:00,3.64,3.00,0.00,3.00,270.48,2.86
28/01/2012 17:00:00,2.89,0.00,-0.00,0.00,267.00,2.58
28/01/2012 18:00:00,2.53,0.00,-0.00,0.00,265.20,2.46
28/01/2012 19:00:00,2.17,0.00,-0.00,0.00,263.40,2.33
28/01/2012 20:00:00,1.81,0.00,-0.00,0.00,261.60,2.21
28/01/2012 21:00:00,1.70,0.00,-0.00,0.00,260.33,2.38
28/01/2012 22:00:00,1.59,0.00,-0.00,0.00,259.07,2.56
28/01/2012 23:00:00,1.47,0.00,-0.00,0.00,257.80,2.73
29/01/2012 00:00:00,1.55,0.00,-0.00,0.00,261.33,2.99
29/01/2012 01:00:00,1.63,0.00,-0.00,0.00,264.87,3.25
29/01/2012 02:00:00,1.71,0.00,-0.00,0.00,268.40,3.50
29/01/2012 03:00:00,1.41,0.00,-0.00,0.00,274.60,3.71
29/01/2012 04:00:00,1.11,0.00,-0.00,0.00,280.80,3.93
29/01/2012 05:00:00,0.81,0.00,-0.00,0.00,287.00,4.14
29/01/2012 06:00:00,0.82,0.00,-0.00,0.00,280.53,4.22
29/01/2012 07:00:00,0.82,0.00,-0.00,0.00,274.07,4.29
29/01/2012 08:00:00,0.83,36.00,30.59,33.00,267.60,4.37
29/01/2012 09:00:00,1.61,107.00,57.92,94.00,262.65,4.51
29/01/2012 10:00:00,2.38,223.00,237.74,147.00,257.70,4.65
29/01/2012 11:00:00,3.16,241.00,156.36,182.00,252.75,4.79
29/01/2012 12:00:00,3.35,366.00,632.85,117.00,255.33,4.69
29/01/2012 13:00:00,3.55,290.00,365.16,156.00,257.92,4.58
29/01/2012 14:00:00,3.75,188.00,160.19,140.00,260.50,4.48
29/01/2012 15:00:00,2.93,60.00,5.10,59.00,258.13,4.03
29/01/2012 16:00:00,2.11,4.00,0.00,4.00,255.77,3.58
29/01/2012 17:00:00,1.30,0.00,-0.00,0.00,253.40,3.13
29/01/2012 18:00:00,1.00,0.00,-0.00,0.00,258.70,3.11
29/01/2012 19:00:00,0.70,0.00,-0.00,0.00,264.00,3.09
29/01/2012 20:00:00,0.40,0.00,-0.00,0.00,269.30,3.06
29/01/2012 21:00:00,0.10,0.00,-0.00,0.00,268.97,2.90
29/01/2012 22:00:00,-0.20,0.00,-0.00,0.00,268.63,2.73
29/01/2012 23:00:00,-0.50,0.00,-0.00,0.00,268.30,2.57
30/01/2012 00:00:00,-0.62,0.00,-0.00,0.00,275.23,2.01
30/01/2012 01:00:00,-0.75,0.00,-0.00,0.00,282.17,1.45
30/01/2012 02:00:00,-0.88,0.00,-0.00,0.00,289.10,0.90
30/01/2012 03:00:00,-1.05,0.00,-0.00,0.00,287.92,0.69
30/01/2012 04:00:00,-1.22,0.00,-0.00,0.00,286.73,0.49
30/01/2012 05:00:00,-1.39,0.00,-0.00,0.00,285.55,0.29
30/01/2012 06:00:00,-1.32,0.00,-0.00,0.00,286.37,0.29
30/01/2012 07:00:00,-1.26,0.00,-0.00,0.00,287.18,0.29
30/01/2012 08:00:00,-1.19,27.00,0.00,27.00,288.00,0.29
30/01/2012 09:00:00,-0.71,77.00,8.77,75.00,287.98,0.48
30/01/2012 10:00:00,-0.23,49.00,0.00,49.00,287.97,0.68
30/01/2012 11:00:00,0.25,52.00,0.00,52.00,287.95,0.87
30/01/2012 12:00:00,0.83,61.00,0.00,61.00,288.05,0.75
30/01/2012 13:00:00,1.41,91.00,0.00,91.00,288.15,0.63
30/01/2012 14:00:00,2.00,81.00,0.00,81.00,288.25,0.51
30/01/2012 15:00:00,1.47,48.00,0.00,48.00,288.53,1.14
30/01/2012 16:00:00,0.94,4.00,0.00,4.00,288.82,1.76
30/01/2012 17:00:00,0.42,0.00,-0.00,0.00,289.10,2.39
30/01/2012 18:00:00,-0.32,0.00,-0.00,0.00,286.35,2.19
30/01/2012 19:00:00,-1.05,0.00,-0.00,0.00,283.60,2.00
30/01/2012 20:00:00,-1.78,0.00,-0.00,0.00,280.85,1.81
30/01/2012 21:00:00,-2.10,0.00,-0.00,0.00,277.67,1.82
30/01/2012 22:00:00,-2.42,0.00,-0.00,0.00,274.48,1.83
30/01/2012 23:00:00,-2.74,0.00,-0.00,0.00,271.30,1.83
31/01/2012 00:00:00,-3.14,0.00,-0.00,0.00,260.18,1.89
31/01/2012 01:00:00,-3.55,0.00,-0.00,0.00,249.07,1.94
31/01/2012 02:00:00,-3.96,0.00,-0.00,0.00,237.95,2.00
31/01/2012 03:00:00,-4.15,0.00,-0.00,0.00,233.53,2.12
31/01/2012 04:00:00,-4.35,0.00,-0.00,0.00,229.12,2.24
31/01/2012 05:00:00,-4.54,0.00,-0.00,0.00,224.70,2.36
31/01/2012 06:00:00,-3.91,0.00,-0.00,0.00,220.42,2.63
31/01/2012 07:00:00,-3.28,0.00,-0.00,0.00,216.13,2.90
31/01/2012 08:00:00,-2.65,35.00,19.03,33.00,211.85,3.17
