Date&Time (UTC),Dry bulb temperature (deg. C), Global horizontal irradiance (W/m2) ,Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2), Infrared radiation downwards (W/m2),  Windspeed (m/s)
08/07/2010 01:00:00,16.83,0.00,-0.00,0.00,329.52,3.08
08/07/2010 02:00:00,16.35,0.00,-0.00,0.00,328.05,3.21
08/07/2010 03:00:00,17.43,0.00,-0.00,0.00,327.43,2.97
08/07/2010 04:00:00,18.52,0.00,0.00,0.00,326.82,2.74
08/07/2010 05:00:00,19.60,93.00,158.05,66.00,326.20,2.50
08/07/2010 06:00:00,22.32,272.00,546.82,92.00,333.32,2.19
08/07/2010 07:00:00,25.04,442.00,684.93,110.00,340.43,1.88
08/07/2010 08:00:00,27.75,602.00,762.53,124.00,347.55,1.57
08/07/2010 09:00:00,28.64,736.00,799.02,140.00,355.13,1.56
08/07/2010 10:00:00,29.52,834.00,816.77,153.00,362.72,1.55
08/07/2010 11:00:00,30.41,898.00,849.12,147.00,370.30,1.54
08/07/2010 12:00:00,30.88,915.00,868.67,138.00,372.08,1.52
08/07/2010 13:00:00,31.35,878.00,857.30,138.00,373.87,1.50
08/07/2010 14:00:00,31.82,790.00,817.47,142.00,375.65,1.48
08/07/2010 15:00:00,31.48,672.00,790.91,128.00,375.92,1.26
08/07/2010 16:00:00,31.15,527.00,753.99,108.00,376.18,1.03
08/07/2010 17:00:00,30.82,348.00,584.67,111.00,376.45,0.81
08/07/2010 18:00:00,28.36,180.00,388.64,84.00,372.82,1.43
08/07/2010 19:00:00,25.90,49.00,196.78,31.00,369.18,2.06
08/07/2010 20:00:00,23.43,0.00,-0.00,0.00,365.55,2.68
08/07/2010 21:00:00,23.01,0.00,-0.00,0.00,368.43,2.69
08/07/2010 22:00:00,22.59,0.00,-0.00,0.00,371.32,2.70
08/07/2010 23:00:00,22.17,0.00,-0.00,0.00,374.20,2.72
09/07/2010 00:00:00,21.94,0.00,-0.00,0.00,374.25,2.69
09/07/2010 01:00:00,21.71,0.00,-0.00,0.00,374.30,2.67
09/07/2010 02:00:00,21.48,0.00,-0.00,0.00,374.35,2.65
09/07/2010 03:00:00,22.13,0.00,-0.00,0.00,374.58,2.41
09/07/2010 04:00:00,22.77,0.00,0.00,0.00,374.82,2.17
09/07/2010 05:00:00,23.42,13.00,0.00,13.00,375.05,1.93
09/07/2010 06:00:00,25.68,60.00,0.00,60.00,381.95,2.23
09/07/2010 07:00:00,27.94,67.00,0.00,67.00,388.85,2.52
09/07/2010 08:00:00,30.20,252.00,14.39,243.00,395.75,2.81
09/07/2010 09:00:00,31.56,210.00,0.00,210.00,403.72,2.37
09/07/2010 10:00:00,32.91,626.00,289.44,385.00,411.68,1.92
09/07/2010 11:00:00,34.27,873.00,770.84,192.00,419.65,1.48
09/07/2010 12:00:00,33.69,899.00,820.28,166.00,424.75,2.25
09/07/2010 13:00:00,33.11,867.00,825.62,155.00,429.85,3.02
09/07/2010 14:00:00,32.53,772.00,757.64,172.00,434.95,3.79
09/07/2010 15:00:00,32.35,551.00,391.53,282.00,431.70,3.04
09/07/2010 16:00:00,32.18,506.00,659.59,140.00,428.45,2.29
09/07/2010 17:00:00,32.01,330.00,487.08,133.00,425.20,1.54
09/07/2010 18:00:00,30.09,171.00,329.29,90.00,420.98,1.38
09/07/2010 19:00:00,28.17,40.00,99.68,31.00,416.77,1.22
09/07/2010 20:00:00,26.24,0.00,-0.00,0.00,412.55,1.06
09/07/2010 21:00:00,25.17,0.00,-0.00,0.00,407.70,1.85
09/07/2010 22:00:00,24.10,0.00,-0.00,0.00,402.85,2.63
09/07/2010 23:00:00,23.02,0.00,-0.00,0.00,398.00,3.42
10/07/2010 00:00:00,22.32,0.00,-0.00,0.00,394.60,3.63
10/07/2010 01:00:00,21.61,0.00,-0.00,0.00,391.20,3.84
10/07/2010 02:00:00,20.90,0.00,-0.00,0.00,387.80,4.06
10/07/2010 03:00:00,20.82,0.00,-0.00,0.00,386.98,4.31
10/07/2010 04:00:00,20.74,0.00,0.00,0.00,386.17,4.56
10/07/2010 05:00:00,20.66,97.00,197.65,64.00,385.35,4.81
10/07/2010 06:00:00,22.01,212.00,233.44,136.00,389.90,4.02
10/07/2010 07:00:00,23.35,417.00,573.31,141.00,394.45,3.23
10/07/2010 08:00:00,24.69,566.00,626.71,175.00,399.00,2.44
10/07/2010 09:00:00,25.10,725.00,769.56,153.00,406.15,1.94
10/07/2010 10:00:00,25.50,194.00,0.00,194.00,413.30,1.43
10/07/2010 11:00:00,25.91,378.00,15.87,364.00,420.45,0.92
10/07/2010 12:00:00,26.18,255.00,0.00,255.00,415.93,0.91
10/07/2010 13:00:00,26.46,78.00,0.00,78.00,411.42,0.90
10/07/2010 14:00:00,26.74,159.00,0.00,159.00,406.90,0.88
10/07/2010 15:00:00,26.64,310.00,27.69,291.00,409.15,1.28
10/07/2010 16:00:00,26.55,407.00,299.65,241.00,411.40,1.67
10/07/2010 17:00:00,26.45,237.00,138.80,181.00,413.65,2.07
10/07/2010 18:00:00,25.25,181.00,404.33,82.00,405.30,1.99
10/07/2010 19:00:00,24.05,41.00,112.36,31.00,396.95,1.91
10/07/2010 20:00:00,22.85,0.00,-0.00,0.00,388.60,1.83
10/07/2010 21:00:00,22.40,0.00,-0.00,0.00,385.10,1.91
10/07/2010 22:00:00,21.95,0.00,-0.00,0.00,381.60,1.99
10/07/2010 23:00:00,21.50,0.00,-0.00,0.00,378.10,2.07
11/07/2010 00:00:00,21.36,0.00,-0.00,0.00,375.53,2.14
11/07/2010 01:00:00,21.21,0.00,-0.00,0.00,372.97,2.22
11/07/2010 02:00:00,21.07,0.00,-0.00,0.00,370.40,2.29
11/07/2010 03:00:00,21.41,0.00,-0.00,0.00,366.68,2.68
11/07/2010 04:00:00,21.74,0.00,0.00,0.00,362.97,3.06
11/07/2010 05:00:00,22.08,108.00,309.22,57.00,359.25,3.45
11/07/2010 06:00:00,23.44,269.00,562.31,87.00,361.35,3.31
11/07/2010 07:00:00,24.79,437.00,681.71,110.00,363.45,3.17
11/07/2010 08:00:00,26.14,597.00,760.05,124.00,365.55,3.03
11/07/2010 09:00:00,27.05,731.00,797.96,139.00,371.42,3.34
11/07/2010 10:00:00,27.96,556.00,180.67,406.00,377.28,3.64
11/07/2010 11:00:00,28.87,895.00,847.59,148.00,383.15,3.94
11/07/2010 12:00:00,29.21,912.00,868.02,138.00,386.27,4.09
11/07/2010 13:00:00,29.55,837.00,735.52,204.00,389.38,4.23
11/07/2010 14:00:00,29.89,732.00,632.74,232.00,392.50,4.37
11/07/2010 15:00:00,29.50,651.00,717.94,159.00,395.88,4.29
11/07/2010 16:00:00,29.12,437.00,394.21,219.00,399.27,4.20
11/07/2010 17:00:00,28.74,244.00,159.06,180.00,402.65,4.11
11/07/2010 18:00:00,27.12,192.00,504.88,69.00,396.82,3.44
11/07/2010 19:00:00,25.51,33.00,57.07,28.00,390.98,2.77
11/07/2010 20:00:00,23.89,0.00,-0.00,0.00,385.15,2.10
11/07/2010 21:00:00,22.85,0.00,-0.00,0.00,381.23,1.97
11/07/2010 22:00:00,21.81,0.00,-0.00,0.00,377.32,1.85
11/07/2010 23:00:00,20.77,0.00,-0.00,0.00,373.40,1.72
12/07/2010 00:00:00,20.69,0.00,-0.00,0.00,377.23,1.69
12/07/2010 01:00:00,20.61,0.00,-0.00,0.00,381.07,1.65
12/07/2010 02:00:00,20.53,0.00,-0.00,0.00,384.90,1.61
12/07/2010 03:00:00,20.31,0.00,-0.00,0.00,389.33,1.84
12/07/2010 04:00:00,20.09,0.00,0.00,0.00,393.77,2.07
12/07/2010 05:00:00,19.87,22.00,0.00,22.00,398.20,2.30
12/07/2010 06:00:00,19.64,24.00,0.00,24.00,397.98,3.06
12/07/2010 07:00:00,19.40,68.00,0.00,68.00,397.77,3.82
12/07/2010 08:00:00,19.16,159.00,0.00,159.00,397.55,4.58
12/07/2010 09:00:00,20.23,146.00,0.00,146.00,399.75,4.68
12/07/2010 10:00:00,21.29,229.00,0.00,229.00,401.95,4.78
12/07/2010 11:00:00,22.36,255.00,0.00,255.00,404.15,4.88
12/07/2010 12:00:00,22.40,436.00,38.17,402.00,394.97,5.31
12/07/2010 13:00:00,22.45,414.00,34.90,384.00,385.78,5.74
12/07/2010 14:00:00,22.50,468.00,107.70,383.00,376.60,6.17
12/07/2010 15:00:00,22.80,661.00,759.90,141.00,372.18,5.50
12/07/2010 16:00:00,23.10,436.00,394.97,218.00,367.77,4.84
12/07/2010 17:00:00,23.40,350.00,615.69,103.00,363.35,4.18
12/07/2010 18:00:00,22.35,189.00,487.01,71.00,360.97,2.90
12/07/2010 19:00:00,21.30,45.00,174.18,30.00,358.58,1.62
12/07/2010 20:00:00,20.24,0.00,-0.00,0.00,356.20,0.34
12/07/2010 21:00:00,19.62,0.00,-0.00,0.00,357.13,0.89
12/07/2010 22:00:00,18.99,0.00,-0.00,0.00,358.07,1.43
12/07/2010 23:00:00,18.36,0.00,-0.00,0.00,359.00,1.97
13/07/2010 00:00:00,18.51,0.00,-0.00,0.00,360.08,2.22
13/07/2010 01:00:00,18.65,0.00,-0.00,0.00,361.17,2.46
13/07/2010 02:00:00,18.80,0.00,-0.00,0.00,362.25,2.70
13/07/2010 03:00:00,18.78,0.00,-0.00,0.00,362.72,3.08
13/07/2010 04:00:00,18.75,0.00,0.00,0.00,363.18,3.46
13/07/2010 05:00:00,18.73,40.00,0.00,40.00,363.65,3.83
13/07/2010 06:00:00,19.65,103.00,6.26,101.00,364.87,4.69
13/07/2010 07:00:00,20.56,287.00,144.94,218.00,366.08,5.54
13/07/2010 08:00:00,21.47,290.00,37.15,267.00,367.30,6.39
13/07/2010 09:00:00,22.41,366.00,46.01,332.00,373.37,6.30
13/07/2010 10:00:00,23.34,654.00,349.19,365.00,379.43,6.21
13/07/2010 11:00:00,24.28,160.00,0.00,160.00,385.50,6.12
13/07/2010 12:00:00,24.85,583.00,160.75,440.00,389.45,6.46
13/07/2010 13:00:00,25.42,645.00,284.19,401.00,393.40,6.79
13/07/2010 14:00:00,26.00,609.00,326.05,352.00,397.35,7.12
13/07/2010 15:00:00,25.71,493.00,261.99,314.00,397.53,6.58
13/07/2010 16:00:00,25.42,463.00,495.66,190.00,397.72,6.05
13/07/2010 17:00:00,25.13,288.00,310.07,164.00,397.90,5.52
13/07/2010 18:00:00,24.04,185.00,469.13,72.00,386.98,4.53
13/07/2010 19:00:00,22.95,46.00,201.13,29.00,376.07,3.55
13/07/2010 20:00:00,21.86,0.00,-0.00,0.00,365.15,2.57
13/07/2010 21:00:00,21.01,0.00,-0.00,0.00,360.58,2.66
13/07/2010 22:00:00,20.16,0.00,-0.00,0.00,356.02,2.76
13/07/2010 23:00:00,19.32,0.00,-0.00,0.00,351.45,2.86
14/07/2010 00:00:00,18.46,0.00,-0.00,0.00,346.30,2.57
14/07/2010 01:00:00,17.61,0.00,-0.00,0.00,341.15,2.29
14/07/2010 02:00:00,16.76,0.00,-0.00,0.00,336.00,2.00
14/07/2010 03:00:00,17.28,0.00,-0.00,0.00,337.45,2.17
14/07/2010 04:00:00,17.80,0.00,0.00,0.00,338.90,2.34
14/07/2010 05:00:00,18.32,90.00,189.35,60.00,340.35,2.51
14/07/2010 06:00:00,19.71,260.00,535.22,90.00,352.25,2.82
14/07/2010 07:00:00,21.10,419.00,615.84,127.00,364.15,3.13
14/07/2010 08:00:00,22.49,58.00,0.00,58.00,376.05,3.43
14/07/2010 09:00:00,22.18,107.00,0.00,107.00,383.88,5.32
14/07/2010 10:00:00,21.86,282.00,2.42,280.00,391.72,7.21
14/07/2010 11:00:00,21.55,105.00,0.00,105.00,399.55,9.10
14/07/2010 12:00:00,21.35,81.00,0.00,81.00,395.33,8.03
14/07/2010 13:00:00,21.15,108.00,0.00,108.00,391.12,6.95
14/07/2010 14:00:00,20.95,129.00,0.00,129.00,386.90,5.88
14/07/2010 15:00:00,21.44,648.00,718.38,158.00,375.47,6.49
14/07/2010 16:00:00,21.93,434.00,394.87,217.00,364.03,7.10
14/07/2010 17:00:00,22.42,292.00,333.72,159.00,352.60,7.71
14/07/2010 18:00:00,21.50,184.00,463.76,73.00,347.30,7.40
14/07/2010 19:00:00,20.59,47.00,241.48,27.00,342.00,7.09
14/07/2010 20:00:00,19.67,0.00,-0.00,0.00,336.70,6.79
14/07/2010 21:00:00,19.01,0.00,-0.00,0.00,332.48,7.22
14/07/2010 22:00:00,18.35,0.00,-0.00,0.00,328.27,7.65
14/07/2010 23:00:00,17.69,0.00,-0.00,0.00,324.05,8.08
15/07/2010 00:00:00,16.94,0.00,-0.00,0.00,323.63,7.60
15/07/2010 01:00:00,16.18,0.00,-0.00,0.00,323.22,7.11
15/07/2010 02:00:00,15.42,0.00,-0.00,0.00,322.80,6.62
15/07/2010 03:00:00,15.60,0.00,-0.00,0.00,322.80,6.92
15/07/2010 04:00:00,15.79,0.00,0.00,0.00,322.80,7.23
15/07/2010 05:00:00,15.97,90.00,204.94,58.00,322.80,7.53
15/07/2010 06:00:00,17.00,250.00,475.44,100.00,325.30,7.96
15/07/2010 07:00:00,18.03,424.00,652.26,116.00,327.80,8.40
15/07/2010 08:00:00,19.05,525.00,506.84,213.00,330.30,8.83
15/07/2010 09:00:00,19.70,621.00,463.41,280.00,340.63,8.44
15/07/2010 10:00:00,20.35,403.00,38.80,371.00,350.97,8.05
15/07/2010 11:00:00,21.00,738.00,436.99,355.00,361.30,7.66
15/07/2010 12:00:00,21.44,789.00,529.76,319.00,364.72,7.65
15/07/2010 13:00:00,21.88,776.00,572.21,286.00,368.13,7.64
15/07/2010 14:00:00,22.32,513.00,165.40,383.00,371.55,7.63
15/07/2010 15:00:00,22.13,390.00,98.40,323.00,363.72,6.91
15/07/2010 16:00:00,21.94,290.00,74.79,249.00,355.88,6.20
15/07/2010 17:00:00,21.75,274.00,264.43,169.00,348.05,5.49
15/07/2010 18:00:00,20.70,182.00,462.72,72.00,341.40,4.59
15/07/2010 19:00:00,19.66,41.00,172.79,27.00,334.75,3.69
15/07/2010 20:00:00,18.61,0.00,-0.00,0.00,328.10,2.79
15/07/2010 21:00:00,18.34,0.00,-0.00,0.00,327.17,3.33
15/07/2010 22:00:00,18.07,0.00,-0.00,0.00,326.23,3.87
15/07/2010 23:00:00,17.81,0.00,-0.00,0.00,325.30,4.41
16/07/2010 00:00:00,17.68,0.00,-0.00,0.00,325.55,4.69
16/07/2010 01:00:00,17.56,0.00,-0.00,0.00,325.80,4.96
16/07/2010 02:00:00,17.44,0.00,-0.00,0.00,326.05,5.23
16/07/2010 03:00:00,17.81,0.00,-0.00,0.00,328.67,5.65
16/07/2010 04:00:00,18.18,0.00,0.00,0.00,331.28,6.07
16/07/2010 05:00:00,18.55,95.00,253.58,56.00,333.90,6.50
16/07/2010 06:00:00,19.83,249.00,481.94,98.00,341.45,7.25
16/07/2010 07:00:00,21.11,297.00,176.52,214.00,349.00,8.00
16/07/2010 08:00:00,22.39,491.00,402.43,244.00,356.55,8.76
16/07/2010 09:00:00,23.16,320.00,21.79,304.00,362.63,8.26
16/07/2010 10:00:00,23.93,655.00,358.29,360.00,368.72,7.76
16/07/2010 11:00:00,24.70,136.00,0.00,136.00,374.80,7.26
16/07/2010 12:00:00,24.40,536.00,112.88,436.00,379.18,7.18
16/07/2010 13:00:00,24.11,397.00,28.07,373.00,383.57,7.10
16/07/2010 14:00:00,23.82,308.00,8.92,301.00,387.95,7.02
16/07/2010 15:00:00,23.67,296.00,22.07,281.00,381.65,6.34
16/07/2010 16:00:00,23.52,88.00,0.00,88.00,375.35,5.66
16/07/2010 17:00:00,23.37,110.00,0.00,110.00,369.05,4.98
16/07/2010 18:00:00,22.20,75.00,8.47,73.00,361.68,4.28
16/07/2010 19:00:00,21.04,43.00,214.87,26.00,354.32,3.57
16/07/2010 20:00:00,19.87,0.00,-0.00,0.00,346.95,2.87
16/07/2010 21:00:00,19.08,0.00,-0.00,0.00,341.17,3.15
16/07/2010 22:00:00,18.29,0.00,-0.00,0.00,335.38,3.43
16/07/2010 23:00:00,17.50,0.00,-0.00,0.00,329.60,3.71
17/07/2010 00:00:00,16.80,0.00,-0.00,0.00,326.18,3.67
17/07/2010 01:00:00,16.09,0.00,-0.00,0.00,322.77,3.64
17/07/2010 02:00:00,15.39,0.00,-0.00,0.00,319.35,3.60
17/07/2010 03:00:00,15.53,0.00,-0.00,0.00,318.43,3.99
17/07/2010 04:00:00,15.67,0.00,-0.00,0.00,317.52,4.37
17/07/2010 05:00:00,15.81,92.00,244.41,55.00,316.60,4.76
17/07/2010 06:00:00,16.74,188.00,176.80,133.00,324.35,4.91
17/07/2010 07:00:00,17.66,320.00,243.50,206.00,332.10,5.07
17/07/2010 08:00:00,18.58,248.00,16.34,238.00,339.85,5.23
17/07/2010 09:00:00,19.48,413.00,88.73,348.00,345.82,4.90
17/07/2010 10:00:00,20.38,545.00,174.00,402.00,351.78,4.57
17/07/2010 11:00:00,21.28,634.00,246.08,419.00,357.75,4.25
17/07/2010 12:00:00,21.46,599.00,184.26,436.00,357.90,4.61
17/07/2010 13:00:00,21.64,679.00,353.71,377.00,358.05,4.97
17/07/2010 14:00:00,21.82,418.00,65.10,367.00,358.20,5.32
17/07/2010 15:00:00,21.38,439.00,168.10,325.00,350.67,4.90
17/07/2010 16:00:00,20.94,278.00,62.35,244.00,343.13,4.47
17/07/2010 17:00:00,20.51,249.00,190.41,174.00,335.60,4.04
17/07/2010 18:00:00,18.94,172.00,401.39,78.00,327.67,3.55
17/07/2010 19:00:00,17.38,39.00,168.59,26.00,319.73,3.07
17/07/2010 20:00:00,15.81,0.00,-0.00,0.00,311.80,2.58
17/07/2010 21:00:00,14.93,0.00,-0.00,0.00,309.57,2.43
17/07/2010 22:00:00,14.05,0.00,-0.00,0.00,307.33,2.29
17/07/2010 23:00:00,13.16,0.00,-0.00,0.00,305.10,2.14
18/07/2010 00:00:00,12.33,0.00,-0.00,0.00,303.18,2.34
18/07/2010 01:00:00,11.49,0.00,-0.00,0.00,301.27,2.54
18/07/2010 02:00:00,10.65,0.00,-0.00,0.00,299.35,2.74
18/07/2010 03:00:00,11.54,0.00,-0.00,0.00,298.67,2.23
18/07/2010 04:00:00,12.42,0.00,-0.00,0.00,297.98,1.72
18/07/2010 05:00:00,13.31,98.00,322.32,50.00,297.30,1.21
18/07/2010 06:00:00,15.51,254.00,547.28,85.00,302.63,0.89
18/07/2010 07:00:00,17.71,422.00,673.71,108.00,307.97,0.56
18/07/2010 08:00:00,19.90,580.00,740.96,128.00,313.30,0.23
18/07/2010 09:00:00,20.79,715.00,779.93,145.00,319.20,0.74
18/07/2010 10:00:00,21.67,819.00,813.14,152.00,325.10,1.24
18/07/2010 11:00:00,22.56,880.00,830.03,156.00,331.00,1.74
18/07/2010 12:00:00,23.00,898.00,849.16,148.00,332.53,1.98
18/07/2010 13:00:00,23.44,866.00,855.18,137.00,334.07,2.22
18/07/2010 14:00:00,23.89,779.00,814.56,142.00,335.60,2.46
18/07/2010 15:00:00,23.63,661.00,787.62,128.00,335.13,2.50
18/07/2010 16:00:00,23.38,517.00,763.22,102.00,334.67,2.54
18/07/2010 17:00:00,23.13,343.00,622.21,99.00,334.20,2.58
18/07/2010 18:00:00,21.37,179.00,473.58,69.00,330.72,2.53
18/07/2010 19:00:00,19.61,39.00,186.67,25.00,327.23,2.48
18/07/2010 20:00:00,17.85,0.00,-0.00,0.00,323.75,2.43
18/07/2010 21:00:00,17.34,0.00,-0.00,0.00,321.48,2.40
18/07/2010 22:00:00,16.83,0.00,-0.00,0.00,319.22,2.36
18/07/2010 23:00:00,16.32,0.00,-0.00,0.00,316.95,2.33
19/07/2010 00:00:00,15.66,0.00,-0.00,0.00,315.22,2.47
19/07/2010 01:00:00,15.00,0.00,-0.00,0.00,313.48,2.61
19/07/2010 02:00:00,14.35,0.00,-0.00,0.00,311.75,2.74
19/07/2010 03:00:00,15.05,0.00,-0.00,0.00,311.20,2.65
19/07/2010 04:00:00,15.75,0.00,-0.00,0.00,310.65,2.56
19/07/2010 05:00:00,16.45,98.00,341.54,48.00,310.10,2.47
19/07/2010 06:00:00,18.97,253.00,554.71,83.00,315.87,2.44
19/07/2010 07:00:00,21.49,420.00,672.51,108.00,321.63,2.40
19/07/2010 08:00:00,24.00,578.00,740.04,128.00,327.40,2.37
19/07/2010 09:00:00,24.96,713.00,779.08,145.00,334.63,2.11
19/07/2010 10:00:00,25.91,817.00,812.30,152.00,341.87,1.84
19/07/2010 11:00:00,26.87,869.00,799.31,173.00,349.10,1.57
19/07/2010 12:00:00,27.43,877.00,787.03,183.00,351.18,1.93
19/07/2010 13:00:00,27.99,865.00,855.43,137.00,353.27,2.29
19/07/2010 14:00:00,28.56,765.00,769.96,164.00,355.35,2.65
19/07/2010 15:00:00,28.16,648.00,743.51,146.00,355.40,2.28
19/07/2010 16:00:00,27.76,491.00,643.82,142.00,355.45,1.90
19/07/2010 17:00:00,27.36,295.00,371.49,150.00,355.50,1.53
19/07/2010 18:00:00,25.11,158.00,317.04,85.00,351.65,2.00
19/07/2010 19:00:00,22.87,39.00,206.08,24.00,347.80,2.46
19/07/2010 20:00:00,20.62,0.00,-0.00,0.00,343.95,2.92
19/07/2010 21:00:00,20.01,0.00,-0.00,0.00,342.12,2.80
19/07/2010 22:00:00,19.40,0.00,-0.00,0.00,340.28,2.69
19/07/2010 23:00:00,18.78,0.00,-0.00,0.00,338.45,2.57
20/07/2010 00:00:00,18.25,0.00,-0.00,0.00,337.58,2.60
20/07/2010 01:00:00,17.71,0.00,-0.00,0.00,336.72,2.64
20/07/2010 02:00:00,17.18,0.00,-0.00,0.00,335.85,2.68
20/07/2010 03:00:00,17.92,0.00,-0.00,0.00,336.15,2.71
20/07/2010 04:00:00,18.67,0.00,-0.00,0.00,336.45,2.75
20/07/2010 05:00:00,19.41,79.00,173.83,54.00,336.75,2.79
20/07/2010 06:00:00,21.78,190.00,200.61,129.00,343.97,2.58
20/07/2010 07:00:00,24.14,304.00,210.07,207.00,351.18,2.38
20/07/2010 08:00:00,26.50,431.00,257.39,275.00,358.40,2.18
20/07/2010 09:00:00,27.56,648.00,563.76,238.00,365.75,2.23
20/07/2010 10:00:00,28.63,797.00,751.53,183.00,373.10,2.28
20/07/2010 11:00:00,29.69,862.00,783.48,181.00,380.45,2.33
20/07/2010 12:00:00,30.09,880.00,802.00,174.00,381.80,2.52
20/07/2010 13:00:00,30.50,821.00,719.21,210.00,383.15,2.72
20/07/2010 14:00:00,30.91,699.00,567.37,257.00,384.50,2.91
20/07/2010 15:00:00,30.43,554.00,429.06,265.00,382.60,2.63
20/07/2010 16:00:00,29.96,467.00,547.82,171.00,380.70,2.35
20/07/2010 17:00:00,29.49,335.00,597.32,103.00,378.80,2.07
20/07/2010 18:00:00,27.11,155.00,302.44,86.00,373.50,2.20
20/07/2010 19:00:00,24.73,19.00,14.19,18.00,368.20,2.34
20/07/2010 20:00:00,22.34,0.00,-0.00,0.00,362.90,2.47
20/07/2010 21:00:00,21.57,0.00,-0.00,0.00,359.05,2.41
20/07/2010 22:00:00,20.80,0.00,-0.00,0.00,355.20,2.36
20/07/2010 23:00:00,20.03,0.00,-0.00,0.00,351.35,2.30
21/07/2010 00:00:00,19.36,0.00,-0.00,0.00,348.50,2.22
21/07/2010 01:00:00,18.69,0.00,-0.00,0.00,345.65,2.14
21/07/2010 02:00:00,18.02,0.00,-0.00,0.00,342.80,2.06
21/07/2010 03:00:00,18.29,0.00,-0.00,0.00,346.82,2.18
21/07/2010 04:00:00,18.55,0.00,-0.00,0.00,350.83,2.31
21/07/2010 05:00:00,18.82,13.00,0.00,13.00,354.85,2.44
21/07/2010 06:00:00,19.62,65.00,0.00,65.00,363.20,2.40
21/07/2010 07:00:00,20.42,52.00,0.00,52.00,371.55,2.36
21/07/2010 08:00:00,21.22,83.00,0.00,83.00,379.90,2.32
21/07/2010 09:00:00,21.49,273.00,6.89,268.00,383.80,3.18
21/07/2010 10:00:00,21.76,442.00,68.69,386.00,387.70,4.05
21/07/2010 11:00:00,22.03,376.00,17.29,361.00,391.60,4.91
21/07/2010 12:00:00,22.49,376.00,15.93,362.00,391.48,5.54
21/07/2010 13:00:00,22.95,510.00,110.85,416.00,391.37,6.18
21/07/2010 14:00:00,23.42,393.00,48.88,355.00,391.25,6.81
21/07/2010 15:00:00,23.28,452.00,197.96,319.00,390.97,6.16
21/07/2010 16:00:00,23.15,236.00,27.86,221.00,390.68,5.50
21/07/2010 17:00:00,23.01,48.00,0.00,48.00,390.40,4.84
21/07/2010 18:00:00,21.88,19.00,0.00,19.00,382.17,4.28
21/07/2010 19:00:00,20.75,34.00,176.33,22.00,373.93,3.72
21/07/2010 20:00:00,19.62,0.00,-0.00,0.00,365.70,3.16
21/07/2010 21:00:00,19.08,0.00,-0.00,0.00,358.87,3.51
21/07/2010 22:00:00,18.53,0.00,-0.00,0.00,352.03,3.86
21/07/2010 23:00:00,17.99,0.00,-0.00,0.00,345.20,4.21
22/07/2010 00:00:00,17.28,0.00,-0.00,0.00,343.13,3.52
22/07/2010 01:00:00,16.57,0.00,-0.00,0.00,341.07,2.83
22/07/2010 02:00:00,15.87,0.00,-0.00,0.00,339.00,2.14
22/07/2010 03:00:00,15.92,0.00,-0.00,0.00,335.92,2.52
22/07/2010 04:00:00,15.98,0.00,-0.00,0.00,332.83,2.91
22/07/2010 05:00:00,16.03,93.00,361.00,43.00,329.75,3.30
22/07/2010 06:00:00,17.36,210.00,314.21,116.00,334.67,3.44
22/07/2010 07:00:00,18.68,395.00,573.00,133.00,339.58,3.59
22/07/2010 08:00:00,20.00,565.00,711.00,137.00,344.50,3.74
22/07/2010 09:00:00,20.76,594.00,418.80,291.00,351.38,4.08
22/07/2010 10:00:00,21.53,593.00,255.68,385.00,358.27,4.43
22/07/2010 11:00:00,22.29,623.00,237.89,417.00,365.15,4.77
22/07/2010 12:00:00,22.65,706.00,367.10,384.00,367.17,4.76
22/07/2010 13:00:00,23.01,449.00,60.26,398.00,369.18,4.75
22/07/2010 14:00:00,23.38,544.00,221.72,372.00,371.20,4.74
22/07/2010 15:00:00,23.06,401.00,119.39,321.00,372.53,4.42
22/07/2010 16:00:00,22.75,357.00,205.01,247.00,373.87,4.10
22/07/2010 17:00:00,22.44,275.00,304.47,158.00,375.20,3.78
22/07/2010 18:00:00,21.18,87.00,26.83,81.00,368.58,3.46
22/07/2010 19:00:00,19.92,22.00,45.78,19.00,361.97,3.14
22/07/2010 20:00:00,18.65,0.00,-0.00,0.00,355.35,2.83
22/07/2010 21:00:00,17.92,0.00,-0.00,0.00,351.88,2.54
22/07/2010 22:00:00,17.19,0.00,-0.00,0.00,348.42,2.26
22/07/2010 23:00:00,16.47,0.00,-0.00,0.00,344.95,1.97
23/07/2010 00:00:00,15.95,0.00,-0.00,0.00,339.07,1.96
23/07/2010 01:00:00,15.44,0.00,-0.00,0.00,333.18,1.95
23/07/2010 02:00:00,14.93,0.00,-0.00,0.00,327.30,1.94
23/07/2010 03:00:00,15.08,0.00,-0.00,0.00,323.72,2.31
23/07/2010 04:00:00,15.23,0.00,-0.00,0.00,320.13,2.67
23/07/2010 05:00:00,15.38,88.00,316.71,45.00,316.55,3.03
23/07/2010 06:00:00,16.23,239.00,515.79,86.00,319.98,3.44
23/07/2010 07:00:00,17.07,406.00,641.87,114.00,323.42,3.84
23/07/2010 08:00:00,17.91,547.00,643.49,161.00,326.85,4.25
23/07/2010 09:00:00,18.36,631.00,526.65,251.00,336.23,3.80
23/07/2010 10:00:00,18.81,743.00,599.96,256.00,345.62,3.36
23/07/2010 11:00:00,19.26,632.00,253.41,413.00,355.00,2.91
